,client_name,project_name,Category,bid_classification,bid_type,bid_ID,awarded_date,awarded_year,company_name
332,City of Barrie,Irrigation System Maintenance Services,,Services,RFQ – Low Bid,FIN2020-029Q,11-May,2020,1637781 Ontario Ltd.   Enviroturf Inc. McKever Irrigation
333,City of Barrie,Janitorial Services For Four (4) Facilities Owned By The City Of Barrie,,Services,RFQ – High Score,FIN2020-024Q,09-Jun,2020,Corporate Mirror INC     Eco Living Cleaners Inc.   enytimecleaning Service Inc  Green Maples Environmental INCIntergroup Facility Services Inc.    Reliable Cleaning Services        Serv-U-Clean Inc.   SQM JANITORIAL SERVICES INC.
334,City of Barrie,Job Description Writing And Analysis,,Services,RFQ – High Score,FIN2019-017Q,06-May,2019,Cats Cove Communications       Engage Human Resources Solutions Inc.Gallagher Benefits Services (Canada) Group Inc....  Pesce & Associates Human Resources Consultants             Primary Resource Services                 The Osborne Group   Ward & Uptigrove Consulting & Human Resources
335,City of Barrie,Johnsons Beach Alterations,,Construction,ITT,FIN2020-042T,26-Aug,2020,Arenes Construction Ltd     Arnott Construction Limited    Buildscapes Construction Ltd.    Forest Ridge Landscaping Inc.Hawkins Contracting Services Limited           Tor Contracting       Yorkton Contracting Ltd
336,City of Barrie,Kidd'S Creek Restoration,,Construction,ITT,FIN2019-011T,28-Jun,2019,560789 Ontario Limited o/a R&M Construction        Arnott Construction Limited               CSL Group Ltd          Dynex Construction Inc.         Four Brothers Construction
337,City of Barrie,Landfill Environmental Monitoring And Compliance Consultant Services,,Services,RFP – Consecutive Negotiation,FIN2018-093P,10-Dec,2018,Golder Associates Ltd.Watermark Environmental Ltd.
338,City of Barrie,Landfill Gas Collection And Flaring Operations & Maintenance,,Services,RFP – Consecutive Negotiation,FIN2018-108P,28-Dec,2018,Golder Associates Ltd.Comcor Environmental Limited
339,City of Barrie,Leachate Inspection And Cleaning Services,,Services,RFQ – High Score,FIN2019-057Q,05-Jul,2019,Accuworx Inc. Braywood Services Inc.Sewer Technologies Inc.      Wessuc Inc.
340,City of Barrie,License Plate Recognition Technology Services,,Services,RFP – Consecutive Negotiation,FIN2019-031P,10-Nov,2020,"Cardinal Tracking, Inc.        T2 SystemsTannery Creek Systems Inc."
341,City of Barrie,Live Watermain Tapping Services,,Services,RFQ – Low Bid,FIN2020-165Q,01-Oct,2020,6378552Canada Inc.
342,City of Barrie,Locksmith And Keyless Entry Services,,Services,RFQ – High Score,FIN2019-110Q,19-Mar,2020,2529018REILLY LOCK & SECURITY SYSTEMS LTD.         Surelock Homes Ltd
343,City of Barrie,Lovers Creek Watershed Lv05 Stormwater Management Facility Rehabilitation,,Services,RFP – Consecutive Negotiation,FIN2019-046P,24-May,2019,Aquafor Beech Limited   Ecosystem Recovery Inc.    KSGS Engineering Corp.  Tatham Engineering LimitedThe Greer Galloway Group Inc.     Wood Canada Limited
344,City of Barrie,Marina Gas Docks Replacement,,Construction,RFP – Consecutive Negotiation,FIN2018-086P,04-Feb,2019,Kropf Industrial Inc. Poralu Marine Canada
345,City of Barrie,"Mattress Transportation, Processing And Recycling Services",,Services,RFQ – Low Bid,FIN2019-056Q,26-Apr,2019,9238-4627 quebec inc. Recyc-Mattress Inc.
346,City of Barrie,Mcdonald Municipal Parking Lot Reconstruction,,Construction,ITT,FIN2020-009T,14-Sep,2020,"DIG-CON INTERNATIONAL LIMITEDDufferin Construction Company, A division of CR...            Duivenvoorden Haulage Ltd.            Four Brothers Construction            Leading Edge Earthworks Inc              Pacific Paving Limited."
347,City of Barrie,Mckay Road Double Surface Treatment,,Construction,RFQ – Low Bid,FIN2019-156Q,02-Oct,2019,"Duncor Enterprises Inc.              Miller Paving limitedRoyel Paving, A division of CRH Canada Group Inc."
348,City of Barrie,Methane Detection And Alarming System For Buildings At The City Of Barrie Landfill,,Construction,ITT,FIN2019-124T,29-Aug,2019,"MJK Construction inc.Western Mechanical, Electrical, Millwright Serv..."
349,City of Barrie,Mobile Devices And Services,Producer/Supplier,Services,Notice,FIN2020-173C,18-Mar,2021,NaN
350,City of Barrie,Move Services For Barrie Police Service,,Services,RFSQ – Prequalification,FIN2019-125SQ,09-Oct,2019,1656908 Ontario Ltd2489691 Ontario Inc. o/a AMJ Campbell Barrie             CAL NICHOLS MOVERS           Health Care Relocations          High Energy Transport Inc
351,City of Barrie,Multi Function Devices And Related Services,Producer/Supplier,Services,Notice,FIN2020-148C,18-Mar,2021,NaN
352,City of Barrie,National Transportation Benchmarking Initiative,Producer/Supplier,Services,Non-Standard Procurement,FIN2019-S025,01-Sep,2019,NaN
353,City of Barrie,Needle Collection Services,,Services,RFQ – Low Bid,FIN2020-105Q,09-Nov,2020,Daniels Sharpsmart Canada Ltd.    ECS Cares Incorporated
354,City of Barrie,Network Cabling Services,,Services,RFQ – High Score,FIN 2018-125Q,25-Oct,2018,Marcomm Integrated Business Solutions         2292601 Ontario Inc           DISTINCTTech Inc
355,City of Barrie,Notice Of Cooperative Procurement Participation For Granular Materials,,Goods,ITT,FIN2020-184T (BWG20-068-T; GBAPPC 2020-04),12-Feb,2021,NaN
356,City of Barrie,Official Plan Review,,Services,RFP – Consecutive Negotiation,FIN2018-005P,14-Aug,2018,Dillon Consulting Limited The Planning Partnership
357,City of Barrie,Online Community Engagement Platform,,Services,RFP – Consecutive Negotiation,FIN2020-008P,31-Mar,2020,Bang the Table Canada Limited         Civil Space         Scytl Canada
358,City of Barrie,"Overhead Door Preventative Maintenance,  Regular Demand & Emergency Services",,Services,RFQ – High Score,FIN2019-108Q,30-Dec,2019,Canadoor Door Systems Inc.Vriezema Overhead Doors Ltd.York Regional Overhead Doors
359,City of Barrie,Parking Application System,,Services,RFP – Consecutive Negotiation,FIN2020-052P,01-Oct,2020,"HonkMobile    HotSpot Parking Inc.  Integr@ Parking Solutions      ParkMobile, LLC.     Passport Labs, INCPaybyphone Technologies Inc.    Precise ParkLink Inc."
360,City of Barrie,Parking Strategy Update,,Services,RFP – Consecutive Negotiation,FIN2019-030P,16-Aug,2019,IBI Group Professional Services (Canada) Inc.               WSP Canada Inc.
361,City of Barrie,Parks Condition Assessment Study,,Services,RFQ – High Score,FIN2019-055Q,14-Jun,2019,FCAPX Ltd.McIntosh Perry Consulting Engineers Ltd.     Stephenson Engineering Limited
362,City of Barrie,Parts And Service For Wastewater Sludge Thickener Pumps,Producer/Supplier,Goods,Non-Standard Procurement,FIN2020-212N,16-Nov,2020,Integrated Distribution Systems LP (DBA. Wajax )
363,City of Barrie,Passive Venting System And Wall Installation At City Of Barrie Historic Waste Site 6,,Construction,RFQ – Low Bid,FIN2019-045,12-Sep,2019,Four Brothers ConstructionLeading Edge Earthworks Inc  Yorkton Contracting Ltd
364,City of Barrie,Pavement Condition Assessment,,Services,RFP – Consecutive Negotiation,FIN2018-148P,06-Feb,2019,Englobe Corp.IMS Infrastructure Management Services Canada Inc.                 SNC Lavalin Inc.              Stantec Consulting Ltd.               StreetScan Canada ULC
365,City of Barrie,Pest Control Services For Various City Of Barrie Locations,,Services,RFQ – Low Bid,FIN2019-150Q,15-Nov,2019,Abell Pest Control  Environmental Pest Control Inc.      E-SAFE PEST CONTROL INC.    METRO KING PEST CONTROL INC     Pesticon Pest Control inc   PROFESSIONAL PCO SERVICES INC      SVM Services Canada Ltd.Toodaloo Pest and Wildlife Services       Tremblett Pest Control
366,City of Barrie,Pine Drive Retaining Walls,,Construction,ITT,FIN2019-127T,24-Sep,2019,Brook Restoration Ltd.        Forest Contractors Ltd.      Four Brothers ConstructionKingsvalley Landscape Contractors Inc.        Pine Valley Corporation
367,City of Barrie,Playground Equipment Replacement,,Services,RFQ – High Score,FIN2019-043Q,17-Jul,2019,ABC Recreation Ltd.New World Park Solutions Inc  Park N Play Design Co Ltd  PlayPower LT Canada Inc.
368,City of Barrie,Portable Toilet Services,,Services,RFQ – Low Bid,FIN2020-031Q,14-May,2020,Jenco Equipment Inc.
369,City of Barrie,Pre-Design & Feasibility Study - Fisher Auditorium & Event Centre,,Services,RFP – Consecutive Negotiation,FIN2019-163,25-Oct,2019,Diamond and Schmitt Architects Incorporated      Hariri Inc. & D. Pontarini Inc.            Lett Architects Inc.              RAW Design Inc.            ZAS Architects Inc.
370,City of Barrie,"Prequalification Of General Contractors And Subcontractors (Mechanical, Electrical & Instrumentation, And High Voltage Electrical)",,Construction,RFSQ – Prequalification,FIN2018-059SQ,05-Feb,2019,K.P.C Power Electrical Ltd        Modern Niagara Toronto Incorporated          Sheridan Electric Services Ltd.             Black & McDonald Limited                 JMR Electric Ltd.                 Glover-Hill Inc.         W.S. Morgan Construction Limited  W.A. Stephenson Mechanical Contractors Limited           Peak Construction Group Ltd.           Matheson Constructors Limited                Alineutilty Limited                  Plan Group Inc.             Sona Construction Limited                   Selectra Inc.               BGL Contractors Corp    Bennett Mechanical Installations (2001) Ltd              Malfar Mechanical Inc.        Paynel Electrical Contractors Ltd.Walker's Electric 2000 (Div. of 1350223 Ontario...             K-LINE GROUP OF COMPANIES                   H.I.R.A. LTD.       Accel Electrical Contractors Limited                 PBW High Voltage      North America Construction (1993) Ltd.           Wallwin ELectric Services Ltd            Baseline Constructors Inc.             Torbear Contracting Inc.              Dundas Power Line Ltd.          Varcon Construction Corporation
371,City of Barrie,Prequalified Roster For Sanitary Lateral Replacement And Repair Contractors,,Construction,RFSQ – Prequalification,FIN 2018-121SQ,08-Jan,2019,John Bravakis Enterprises Ltd.          Yorkton Contracting Ltd        EISSES BROTHERS EXCAVATING614128 Ontario Ltd o/a Trisan Construction            872472 Ontario Ltd.        Duivenvoorden Haulage Ltd.
372,City of Barrie,Prequalified Roster For Watermain Emergency Repair Contractors,,Construction,RFSQ – Prequalification,FIN2018-064SQ,23-Aug,2018,Duivenvoorden Haulage Ltd.          Hapamp Elmvale Limited614128 Ontario Ltd o/a Trisan Construction
373,City of Barrie,Pressure Reducing Valve Chamber Replacement,,Construction,ITT,FIN2019-099T,10-Sep,2019,614128 Ontario Ltd o/a Trisan Construction    Mar-King Construction Company Ltd.
374,City of Barrie,Pringle Park Basketball Court Construction,,Construction,RFQ – Low Bid,FIN2020-067Q,18-Aug,2020,CSL Group Ltd    Latitude 67 LtdPine Valley Corporation Smith and Long LimitedYorkton Contracting Ltd
375,City of Barrie,Printing & Preparation For Waste Reduction Calendars,,Services,RFQ – Low Bid,FIN2019-159,11-Oct,2019,Britannia Printers Inc.  CANMARK COMMUNICATIONS      Cober Solutions Lowe-Martin Company Inc.McLaren Press Graphics Ltd  Millenium Printing Inc SPENCE PRINT & COPY INC.
376,City of Barrie,Pro Active Radio Advertisements,,Services,RFP – Consecutive Negotiation,FIN2020-203P,24-Dec,2020,Central Ontario BroadcastingCorus Sales Inc & 591989 B.C. Ltd
377,City of Barrie,Professional Services For Winter Control Route Optimization,,Services,RFP – Consecutive Negotiation,FIN2019-047P,13-Aug,2019,"C2Logix, Inc.SkyHawk Telematics"
378,City of Barrie,Project And Program Planning And Control Services For Wastewater Treatment Facility And Other Infrastructure Projects,,Services,RFQ – High Score,FIN2019-104Q,06-Aug,2019,Colliers Project Leaders Inc.
379,City of Barrie,Project Management Services For Parks And Public Realm Projects,,Services,RFQ – High Score,2019-062Q,02-Jul,2019,Colliers Project Leaders Inc.  Dillon Consulting Limited      p2istrategies ltd.
380,City of Barrie,Project Management Services For Transportation Projects,,Services,RFP – Consecutive Negotiation,FIN2019-122P,24-Oct,2019,Colliers Project Leaders Inc.      exp Services Inc.      p2istrategies ltd.
381,City of Barrie,Project Management Services For Water And Wastewater Projects,,Services,RFP – Consecutive Negotiation,FIN2019-119P,12-Sep,2019,AINLEY & ASSOCIATES LIMITED  Colliers Project Leaders Inc.DLW Engineering Services Limited              OCWA         WSP Canada Inc.
382,City of Barrie,Provision Of Bathymetric Survey Services For Various Stormwater Management Ponds,,Services,RFP – Consecutive Negotiation,FIN2019-023P,16-Jul,2019,"callon dietz incorporated ontario land surveyors  Canadian Underwater Inspection Services Ltd,             Ecosystem Recovery Inc.             Golder Associates Ltd.         Mackay Mackay & Peters Limited          The Greer Galloway Group Inc.                  Water's Edge                 WSP Canada Inc.          Young & Young Surveying Inc."
383,City of Barrie,Public Wifi System For Barrie’S Waterfront And Downtown Bia,,Services,RFP – Consecutive Negotiation,FIN2019-131P,01-Oct,2019,4141903 CANADA INC O/A Storm Internet Services  Point to Point Communications (Barrie) Ltd
384,City of Barrie,Qualified Supplier Roster For Functional & Technical Service Providers (Sap),,Services,RFSQ – Prequalification,FIN2019-061SQ,15-Aug,2019,6362222 Canada Inc.     Clockwork Inc.      CONTAX Inc.     HR Path CanadaKondor Consulting Group     R3D Consulting The Addmore Group Inc.
385,City of Barrie,Rain Barrel,,Services,RFP – Consecutive Negotiation,FIN2019-174,31-Jan,2020,Enviro World CorpGreenlane Environmental & Recycling Services Inc.
386,City of Barrie,Removal Of Raw Sewage Channel By-Pass Pipework At City Of Barrie Wastewater Facility (Wwtf),,Construction,RFQ – High Score,FIN2018-069Q,26-Oct,2018,Baseline Constructors Inc.   BGL Contractors Corp
387,City of Barrie,Replacement Of Rwis Station Contracts,,Construction,RFQ – High Score,FIN2018-103Q,24-Oct,2018,The Get Go IncCampbell Scientific Canada
388,City of Barrie,"Rfq - Hazardous Waste - Transportation, Disposal And Recycling Services",,Services,RFQ – Low Bid,FIN2020-077Q,17-Jul,2020,Brendar Environmental Inc. Com2 Recycling SolutionsEnvirosystems Incorporated
389,City of Barrie,Risk Consulting Services For Infrastructure Projects,,Services,RFP – Consecutive Negotiation,FIN2019-182P,12-Mar,2020,Ernst & Young LLP   GHD Limited HDR Corporation WSP Canada Inc.
390,City of Barrie,Roadside Ditch Cleaning Services,,Construction,RFQ – Low Bid,FIN2019-015Q,01-Mar,2019,Four Brothers Construction  G. Priest Services Inc.Ultimate Construction Inc.
391,City of Barrie,Roadside Ditch Cleaning Services For Lockhart Road,,Services,RFQ – Low Bid,FIN2020-059Q,04-Jun,2020,EISSES BROTHERS EXCAVATING  Four Brothers Construction   G. Priest Services Inc.   Lancoa Contracting Inc.Rafat General Contractor Inc.
392,City of Barrie,Roadway Line And Zone Painting Services,,Services,RFQ – Low Bid,FIN2020-068Q,15-Jun,2020,Provincial Road Markings Inc.Upper Canada Road Services Inc.
393,City of Barrie,Roadway Snow Clearing Services - Four (4) Units Tandem Axle With Two-Way Plow And Wing Including Operator,,Services,ITT,FIN2019-173T,22-Jan,2020,"A & G The Road Cleaners Ltd.Dufferin Construction Company, A division of CR...                John Eek & Son Ltd.                     ROA INC.               Robinson Haulage Inc."
394,City of Barrie,Roof Replacement At 79 Bell Farm Road,,Services,RFQ – Low Bid,FIN2020-189Q,07-Dec,2020,Always Roofing Ltd        Can-Sky Roofing & Sheet Metal Inc.       D.J. Peat Roofing & Sheet Metal Ltd.               Dufferin Roofing Ltd.                  E-D Roofing Ltd                Eileen Roofing Inc          Icon Restoration Services Inc.           LaFleche Roofing 1992 Limited           Neptune Security Services IncProvincial Industrial Roofing & Sheet Metal Com...                 Roque Enterprises         Semple Gooder Roofing Corporation            Sinclair Industrial Roofing          Solar Roofing & sheet Metal Ltd           T Hamilton & Son Roofing Inc       Top-Line Roofing and Sheet Metal Inc.        Triumph Roofing & Sheet Metal Inc.
395,City of Barrie,Roster For Claim Consulting Services For Infrastructure Construction Projects,,Services,RFSQ – Prequalification,FIN2020-196SQ,24-Feb,2021,Altus Group Limited                CBRE Limited               FTI ConsultingHighway Construction Inspection Ontario Inc.         JTE Claims Consultants Ltd.        KiHL Construction Management                  KPMG LLP          Lakeland Consulting Inc.                   METTKO        Revay and Associates Limited        Tierra Geomatic Services Inc.         Turner & Townsend cm2r Inc.     Underground Consulting Incorporated
396,City of Barrie,Sadlon Arena Supply Fan Replacement And Controls Upgrade,,Construction,RFQ – Low Bid,FIN2020-130Q,24-Jul,2020,"FXD Performance Contracting Inc.                HVAC FOR LIFE Inc.            Sexton's Mechanical Limited              Smith and Long LimitedWestern Mechanical, Electrical, Millwright Serv..."
397,City of Barrie,Sale Of Surplus Compost,,Goods,RFQ – Low Bid,FIN2020-109Q,28-Apr,2020,G and L Group Ltd.Gray's Landscaping & Snow Removal Inc.     Hermanns Contracting Limited   Hybrid Landscape Management Inc.       Miller Waste Systems Inc.    Walker Environmental Group Inc.
398,City of Barrie,Sale Of Surplus Compost,,Goods,RFQ – Low Bid,FIN2020-144Q,23-Jun,2020,G and L Group Ltd.  Hermanns Contracting Limited   Miller Waste Systems Inc.Walker Environmental Group Inc.
399,City of Barrie,Sale Of Surplus Compost,,Goods,RFQ – Low Bid,FIN2020-171Q,03-Sep,2020,Gray's Landscaping & Snow Removal Inc.     Hermanns Contracting Limited           Lipani Turf Group       Miller Waste Systems Inc.
400,City of Barrie,Sale Of Surplus Compost,,Goods,RFQ – Low Bid,FIN2020-187Q,25-Sep,2020,Cliffords Haulage Limited  Miller Waste Systems Inc.Pefferlaw Peat Products Inc.
401,City of Barrie,Sale Of Surplus Compost,,Goods,RFQ – Low Bid,FIN2020-220Q,19-Nov,2020,Cliffords Haulage Limited      Duivenvoorden Haulage Ltd.      EISSES BROTHERS EXCAVATING          G and L Group Ltd.Gray's Landscaping & Snow Removal Inc.       Miller Waste Systems Inc.     Pefferlaw Peat Products Inc.
402,City of Barrie,Salem Road Surface Treatment,,Services,RFQ – Low Bid,FIN2020-145Q,11-Sep,2020,"Dufferin Construction Company, A division of CR...              Duncor Enterprises Inc."
403,City of Barrie,Sanitary Lateral Replacement And Repair Roster,,Services,RFSQ – Prequalification,FIN2020-091SQ,10-Jul,2020,614128 Ontario Ltd o/a Trisan Construction            872472 Ontario Ltd.          Arenes Construction Ltd        Duivenvoorden Haulage Ltd.          Yorkton Contracting Ltd
404,City of Barrie,Sanitary Sewer Lining - 2019 Program,,Construction,ITT,FIN2019-033T,07-May,2019,Aqua Tech Solutions Inc Capital Sewer Services Inc. Clearwater Structures Inc.Insituform Technologies Ltd.  PipeFlo Contracting Corp   Sewer Technologies Inc.
405,City of Barrie,Sanitary Trunk Sewer Inspection And Cleaning Program,,Services,RFQ – High Score,FIN 2018-127Q,02-Jan,2019,Clearwater Structures Inc.  Aqua Tech Solutions Inc
406,City of Barrie,Sanitary Trunk Sewer Inspection And Cleaning Services,,Services,RFQ – Low Bid,FIN2020-046Q,25-Sep,2020,Aqua Tech Solutions IncCapital Sewer Services Inc. Clearwater Structures Inc.        Wessuc Inc.
407,City of Barrie,Sap Erp Consulting Services For On-Going Sustainment And Support,,Services,RFP – Consecutive Negotiation,FIN2021-010P,04-Mar,2021,BCITS-CANADA INC.        Blue IT Group Inc.          Clockwork Inc.      Group IN-RGY Consulting            itelligence      Kondor Consulting GroupPantheon Odyssey Technologies Ltd.      The Addmore Group Inc.
408,City of Barrie,Sap Integrator Services,Producer/Supplier,Services,Non-Standard Procurement,FIN2020-214N,04-Nov,2020,NaN
409,City of Barrie,Seasonal Ice Cream Concession Operation,,Services,RFP – Consecutive Negotiation,FIN2019-092P,09-May,2019,Recreation Leisure Services Ltd.
410,City of Barrie,Sewer Video Inspection Services,,Services,RFQ – High Score,FIN2019-074Q,25-Jun,2019,Accuworx Inc.         Aqua Tech Solutions Inc          Badger Daylighting LP          Braywood Services Inc.        Dambro Environmental Inc.Infrastructure Intelligence Services Inc.          Nieltech Services Ltd.         2414002 Ontario Limited   Pipetek Infrastructure Services Inc         Sewer Technologies Inc.               Wessuc Inc.
411,City of Barrie,"Shingle Transportation, Processing And Recycling Services",,Services,RFQ – Low Bid,RFQ 2019-084Q,13-May,2019,Todd Brothers Contracting Limited          TRY Recycling
412,City of Barrie,Sign Production For Heritage Trail Interpretive Signs,,Services,RFQ – Low Bid,FIN2020-054,13-May,2020,Fontasy Sign & Display Inc.         Gregory Signs         Joker FX Inc          Majer Signs  Page Graphics@sympatico.caSensational Signs Company Inc.      Spectra Advertising
413,City of Barrie,Site Preparation Mapleview Cl To Yonge,,Construction,ITT,FIN2020-172T,23-Oct,2020,Aecon Six Nations Joint Venture    Arenes Construction Ltd Forest Ridge Landscaping Inc.   Four Brothers Construction      K.J Excavating Inc.
414,City of Barrie,Snow Clearing For Multiple Locations,,Services,RFQ – Low Bid,FIN2020-124Q,19-Oct,2020,HHS Contracting Inc.          Hymask Roofing LtdScarlet Oak Landscape Management Inc.       VIDA Property Management
415,City of Barrie,Snow Clearing For Pay & Display Machines,,Services,RFQ – Low Bid,FIN 2018-126Q,06-Nov,2018,Hymask Roofing LtdIbrahim Nassri Trading Inc. Municipal Maintenance Inc
416,City of Barrie,Snow Clearing Services With Work Order Processing For Fire Hydrants Within The City Of Barrie,,Services,RFQ – Low Bid,FIN 2018-075Q,17-Jul,2018,Ibrahim Nassri Trading Inc. GARDION PROPERTY SERVICES Municipal Maintenance Inc   TNT Services Plus Inc
417,City of Barrie,Southshore And Painswick Roof Replacement,,Construction,RFQ – High Score,FIN2018-095Q,17-Oct,2018,LaFleche Roofing 1992 Limited   Proteck Roofing & Sheet Metal  Solar Roofing & sheet Metal LtdTriumph Roofing & Sheet Metal Inc.
418,City of Barrie,Spca Pound Keeping,Producer/Supplier,Services,Non-Standard Procurement,FIN2020-237N,24-Dec,2020,NaN
419,City of Barrie,St Vincent Street Fire Service Replacement And Watermain Abandonment,,Construction,ITT,2018-029T,03-Jul,2018,Ratcliff Excavating & Grading     K.J Excavating Inc.
420,City of Barrie,"Standby Generator Preventative Maintenance, Testing And Reporting Services",,Services,RFQ – High Score,FIN2019-107Q,01-Feb,2020,Northern Generator Company Ltd.       Power Station Ltd.        T&T Power Group          Toromont Cat
421,City of Barrie,Storm Pond Cleanout,,Services,RFQ – Low Bid,FIN2018-091Q,20-Sep,2018,1459475 Ontario Inc. O/A Nick Marych Contracting             Lancoa Contracting Inc.            Melfer Construction Inc.       Sierra Excavating Enterprises Inc.            Titanium Contracting Inc.
422,City of Barrie,Stormwater Dry Pond Cleanout Services,,Services,RFQ – Low Bid,FIN2019-166Q,13-Nov,2019,"614128 Ontario Ltd o/a Trisan Construction Ground Force Environmental, a GFL Company    Sierra Excavating Enterprises Inc.        Ultimate Construction Inc."
423,City of Barrie,Strategic Asset Management Policy & Stormwater Asset Management Plan Update,,Services,RFP – Consecutive Negotiation,FIN2018-147P,11-Jan,2019,GHD LimitedWSP Canada Inc.
424,City of Barrie,Street And Park Tree Planting Services,,Services,RFQ – Low Bid,FIN2020-032Q,24-Apr,2020,Canadian Tree Salvation INC.  Dreamworks Groundskeeping Inc.   Drysdale Tree Farms LimitedM & S Architectural Concrete Ltd.         Spring Tree Farm
425,City of Barrie,Structural Review Services,,Services,RFP – Consecutive Negotiation,FIN2020-044P,05-Nov,2020,Engineering Link Incorporated
426,City of Barrie,Sub-Surface Utility Engineering (Sue),,Services,RFQ – High Score,FIN2019-001Q,22-May,2019,multiVIEW Locates IncPlanview Utilty Services Limited    T2 Utility Engineers Inc.       Telecon Design Inc.
427,City of Barrie,Sunnidale Letitia - Wellington Transmission Watermain,,Services,RFQ – High Score,FIN2019-054Q,12-Nov,2019,McIntosh Perry Consulting Engineers Ltd.            SNC-Lavalin Inc.     The Jones Consulting Group Ltd.
428,City of Barrie,Sunnidale Park Dolra Pedestrian/Vehicular Bridges,,Construction,ITT,FIN2019-082T,11-Jun,2019,CSL Group LtdGeorgian Paving a division of Miller Paving Ltd.      McPherson-Andrews Contracting Limited             Pine Valley Corporation
429,City of Barrie,Supply & Delivery Of Corporate Business Cards,,Goods,RFQ – High Score,FIN2019-088Q,18-Sep,2019,Braund Supergraving Co Limited        Cober Solutions   Grenville Management Inc.     Lenby Business Forms
430,City of Barrie,Supply & Delivery Of Four (4) New Four (4) Wheel Drive Rotary Riding Mowers With Eleven (11’) Foot Cut,,Goods,RFQ – Low Bid,FIN2019-036Q,01-May,2019,G.C. Duke Equipment LtdG.C. Duke Equipment Ltd McLaren Equipment Ltd. Premier Equipment Ltd.   Turf Care Products
431,City of Barrie,"Supply & Delivery Of Landfill Vehicles - Rubber Tire Loader, Excavator, Articulated Truck",,Goods,RFQ – Low Bid,FIN2019-105Q,20-Sep,2019,Brandt Tractor Ltd.      STRONGCO    Toromont Cat
432,City of Barrie,Supply & Delivery Of New 2020 Tandem Axle Roll Off Salter/Sander Plow Trucks,,Goods,RFQ – Low Bid,FIN2019-068Q,24-Feb,2020,B & I Complete Truck Centre Donald Currie Trucks Inc.   Lewis Motor Sales Inc.
433,City of Barrie,Supply & Delivery Of Nine (9) New Midsize 4X4 Pickup Trucks,,Goods,RFQ – Low Bid,FIN2020-093Q,04-May,2020,BLUE MOUNTAIN CHRYSLER LTD        Bolton Motor Products Inc             DONWAY FORD INC.            Downtown Autogroup         East Court Ford Lincoln             Finch Auto GroupFRASER DURHAM CHRYSLER DODGE JEEP RAM INC       Georgian Chevrolet Buick GMC    JIM WILSON CHEVROLET BUICK GMC INC            Mississauga Toyota      RELIABLE MOTORS (1992) LIMITED      Tom Smith Chevrolet Buick GMC        Trillium Ford Lincoln Ltd
434,City of Barrie,Supply & Delivery Of One (1) New 2019 Or 2020 Full Size All-Wheel Drive Black Suv,,Goods,RFQ – Low Bid,FIN2019-185Q,23-Dec,2019,Cavalcade Ford Ltd      DONWAY FORD INC.Georgian Chevrolet Buick GMC
435,City of Barrie,Supply & Delivery Of One (1) New 2019 Or 2020 Roll-Off Hoist Mounted On A Tandem Axle Cab And Chassis,,Goods,RFQ – Low Bid,FIN2019-067Q,22-Jul,2019,B & I Complete Truck Centre Donald Currie Trucks Inc.
436,City of Barrie,Supply & Delivery Of One (1) New Forklift,,Goods,RFQ – Low Bid,FIN2020-096Q,30-Jun,2020,"All-Lift Ltd.         Hood Equipment Canada            Liftow LimitedP & P Complete Lift Truck Service Ltd.  Prototype Integrated Solutions Inc         Ri-Go Lift Truck Ltd        Toromont Industries Ltd     United Rental of Canada, Inc.                 Wajax"
437,City of Barrie,Supply & Delivery Of One (1) New Four (4) Wheel Drive Rotary Riding Mowers With Eleven (11’) Foot Cut,,Goods,RFQ – Low Bid,FIN2019-117Q,29-Jul,2019,G.C. Duke Equipment Ltd McLaren Equipment Ltd.   Turf Care Products   Turf Care Products
438,City of Barrie,Supply & Delivery Of Solar Powered Radar Speed Boards,,Goods,RFQ – Low Bid,FIN2019-133Q,16-Oct,2019,"EEL LIne Corporation        Intuitive Control Systems, LLC      Prototype Integrated Solutions Inc          Signalisation Kalitec inc.Stinson Equipment Limited O/A Stinson Owl-Lite                  Tacel Ltd.                 Traffic Logix"
439,City of Barrie,Supply & Delivery Of Thirty-Five (35) New 1/2 Ton 4X4 Pickup Trucks,,Goods,RFQ – Low Bid,FIN2020-025Q,04-May,2020,BLUE MOUNTAIN CHRYSLER LTD        Bolton Motor Products Inc             DONWAY FORD INC.            Downtown Autogroup         East Court Ford Lincoln             Finch Auto GroupFRASER DURHAM CHRYSLER DODGE JEEP RAM INC       Georgian Chevrolet Buick GMC    JIM WILSON CHEVROLET BUICK GMC INC            Mississauga Toyota     Oxford Dodge Chrysler (1992) LTD      Tom Smith Chevrolet Buick GMC        Trillium Ford Lincoln Ltd
440,City of Barrie,Supply & Delivery Of Triple Mix & Screen Topsoil,,Goods,RFQ – Low Bid,FIN2020-154Q,29-Dec,2020,EISSES BROTHERS EXCAVATING     Garden City Inc.
